Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
03150  Huhmari (Vihti),141,0,0,12,0,0,41,1,8,2,15,0,3,6,5,0,28,17,2,1,0,0,0
03220  Tervalampi (Vihti),90,2,0,3,0,0,10,2,1,5,2,0,0,5,2,0,3,49,1,5,0,0,0
03250  Ojakkala (Vihti),342,27,1,77,0,0,81,17,17,9,3,1,1,17,3,0,30,30,20,8,0,0,0
03300  Otalampi (Vihti),335,20,0,13,0,0,73,24,24,35,0,0,8,12,24,0,46,39,13,4,0,0,0
03320  Selki (Vihti),88,4,1,1,0,0,15,60,1,0,0,0,0,1,2,0,0,2,0,1,0,0,0
03400  Vihti Kirkonkylä (Vihti),1135,75,0,24,1,2,221,98,55,34,30,0,5,52,25,0,116,306,26,58,7,0,0
03430  Jokikunta (Vihti),61,16,0,1,0,0,20,4,2,0,0,0,0,3,7,0,4,3,0,1,0,0,0
03600  Karkkila Keskus (Karkkila),2259,24,0,796,0,6,161,260,71,86,24,13,11,87,60,85,170,311,26,68,0,0,0
03620  Polari (Karkkila),280,14,1,45,0,1,51,49,12,1,1,2,0,6,12,0,1,79,1,4,0,0,0
03710  Uusitalo (Karkkila),38,10,0,5,0,0,4,1,14,0,0,1,0,0,1,0,0,0,2,0,0,0,0
03790  Vihtijärvi (Vihti),45,5,0,1,0,0,2,5,9,0,0,0,0,1,6,0,4,5,2,5,0,0,0
03810  Ikkala (Lohja),58,7,0,8,1,0,13,5,1,0,2,0,0,2,1,0,5,9,4,0,0,0,0
03850  Pusula (Lohja),306,35,0,5,0,0,74,26,26,7,1,1,1,10,5,0,17,80,1,17,0,0,0
03870  Hyönölä (Lohja),42,3,0,4,0,0,4,0,28,1,0,0,0,0,0,0,0,2,0,0,0,0,0
04130  Sipoo (Sipoo),1955,46,0,86,0,1,145,96,88,55,37,37,6,87,60,171,259,701,40,40,0,0,0
04150  Martinkylä (Sipoo),201,9,0,7,0,0,89,10,21,0,1,0,2,34,23,0,1,2,0,2,0,0,0
04170  Paippinen (Sipoo),140,19,0,8,0,0,25,13,21,7,0,0,0,8,7,0,18,10,3,1,0,0,0
04200  Kerava Keskus (Kerava),3888,0,0,241,74,3,127,644,75,239,27,37,47,183,139,496,394,991,73,98,0,0,0
04220  Ahjo-Kaskela (Kerava),2642,20,0,216,0,0,141,410,1273,67,7,0,2,207,95,0,58,131,9,6,0,0,0
04230  Pihkaniitty (Kerava),448,3,0,10,0,0,59,39,25,4,10,2,1,44,17,0,93,121,6,14,0,0,0
04240  Talma (Sipoo),182,8,0,9,0,0,40,22,8,6,1,0,3,13,11,0,15,6,38,2,0,0,0
04250  Alikerava (Kerava),3057,8,0,1118,23,7,337,450,176,32,96,11,33,93,118,7,74,108,54,307,4,0,1
04260  Savio (Kerava),1597,2,0,220,0,55,223,425,68,5,41,1,10,130,107,0,90,179,25,15,0,0,1
04300  Hyrylä (Tuusula),6112,11,24,1168,4,84,610,1013,348,239,74,24,30,284,415,196,367,987,87,147,0,0,0
04310  Tuusula Kirkonkylä (Tuusula),494,0,0,5,0,1,57,19,15,85,5,5,4,11,15,64,91,58,55,4,0,0,0
04320  Riihikallio (Tuusula),796,2,0,4,6,0,97,145,117,19,11,9,4,19,40,0,70,228,3,22,0,0,0
04330  Lahela (Tuusula),144,6,0,12,0,0,36,23,13,0,5,2,1,15,0,0,1,21,0,9,0,0,0
04340  Mattila (Tuusula),164,1,0,14,0,0,19,39,12,0,4,0,0,11,15,0,1,41,0,6,0,0,1
04350  Nahkela (Tuusula),88,11,0,4,0,3,34,2,18,0,0,2,0,6,4,0,3,0,0,1,0,0,0
04360  Ruotsinkylä-Kiilinmäki (Tuusula),2120,2,1,439,0,0,575,423,376,5,27,3,10,89,64,0,21,2,7,76,0,0,0
04370  Rusutjärvi (Tuusula),114,16,0,2,0,0,36,3,9,0,1,0,0,6,22,0,11,0,3,5,0,0,0
04380  Tuomala (Tuusula),98,9,0,0,0,0,25,1,0,0,3,2,0,5,16,0,32,2,2,1,0,0,0
04390  Jäniksenlinna (Tuusula),105,10,0,6,0,0,42,7,16,3,3,0,0,2,3,0,11,0,1,1,0,0,0
04400  Loutti (Järvenpää),3451,2,0,33,0,4,79,468,23,220,31,167,91,172,162,345,796,528,46,284,0,0,0
04410  Järvenpää Keskus (Järvenpää),2923,0,0,73,1,0,129,299,102,187,64,0,27,103,117,300,333,1026,96,66,0,0,0
04420  Kyrölä (Järvenpää),822,3,0,13,0,0,87,495,7,1,6,0,5,16,19,0,26,134,2,8,0,0,0
04430  Kinnari-Mikonkorpi (Järvenpää),1566,3,0,156,0,37,207,442,61,91,14,2,16,92,39,0,134,195,35,42,0,0,0
04440  Jamppa (Järvenpää),2785,1,0,1479,0,34,413,254,102,60,4,0,9,62,88,1,85,180,7,6,0,0,0
04460  Nummenkylä (Järvenpää),147,0,0,0,0,0,20,6,16,0,2,1,1,1,25,0,0,73,2,0,0,0,0
04480  Haarajoki (Järvenpää),350,9,5,5,0,5,73,22,16,16,8,1,3,10,21,0,31,120,1,4,0,0,0
04500  Kellokoski (Tuusula),1531,11,0,145,0,8,220,90,66,26,8,0,4,40,81,0,157,639,10,26,0,0,0
04530  Ohkola (Mäntsälä),94,13,0,1,0,0,35,0,17,4,0,0,0,2,6,0,8,3,0,5,0,0,0
04600  Mäntsälä Keskus (Mäntsälä),3801,18,0,135,63,35,363,897,207,157,21,31,39,131,106,296,270,804,36,192,0,0,0
04620  Kaunismäki (Mäntsälä),228,3,0,48,0,2,36,26,12,0,23,0,0,7,1,0,2,66,0,2,0,0,0
04630  Sääksjärvi (Mäntsälä),89,18,8,0,0,0,13,3,1,1,0,0,0,8,7,0,8,21,0,1,0,0,0
04660  Numminen (Mäntsälä),393,27,0,113,0,0,123,28,20,0,3,1,0,1,10,0,22,36,2,7,0,0,0
04680  Hirvihaara (Mäntsälä),211,10,0,33,0,0,85,3,7,18,0,0,4,19,6,0,9,6,9,2,0,0,0
04740  Sälinkää (Mäntsälä),156,32,0,17,0,0,34,14,23,2,0,0,1,2,1,0,13,14,1,2,0,0,0
04770  Sahakylä (Mäntsälä),32,22,0,0,0,0,2,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0
04820  Kaukalampi (Mäntsälä),38,10,0,0,0,0,15,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
04840  Hautjärvi (Mäntsälä),34,10,0,0,0,0,2,3,16,0,0,0,1,1,0,0,0,1,0,0,0,0,0
04920  Saarentaus (Mäntsälä),157,8,0,0,0,0,6,8,11,0,0,1,0,19,0,0,95,9,0,0,0,0,0
04940  Levanto (Mäntsälä),22,3,0,2,0,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05100  Röykkä (Nurmijärvi),258,10,0,26,0,0,41,31,37,6,7,2,1,6,20,0,23,36,7,5,0,0,0
05200  Rajamäki (Nurmijärvi),2037,17,0,675,1,28,221,183,280,21,17,5,2,52,11,0,257,162,56,49,0,0,0
05250  Kiljava (Nurmijärvi),182,3,0,0,0,0,5,1,1,5,0,0,0,1,0,0,54,112,0,0,0,0,0
05400  Jokela (Tuusula),844,23,4,68,0,0,118,108,25,24,6,0,3,21,19,99,141,150,10,25,0,0,0
05430  Nuppulinna (Tuusula),108,10,0,20,0,0,56,3,1,0,0,1,1,6,2,0,3,3,1,1,0,0,0
05440  Hyvinkää (Hyvinkää),81,0,0,15,0,0,17,0,2,3,0,2,1,2,3,0,0,36,0,0,0,0,0
05450  Nukari (Nurmijärvi),151,19,0,9,0,0,30,8,24,4,1,0,0,2,3,0,14,32,3,2,0,0,0
05460  Hakalanmäki-Hakala (Hyvinkää),1205,2,0,94,0,2,242,379,46,12,1,0,0,196,118,0,61,47,2,3,0,0,0
05470  Palopuro (Hyvinkää),46,9,0,2,0,1,17,1,3,4,3,0,0,1,2,0,0,1,0,2,0,0,0
05510  Päivärinta (Hyvinkää),73,3,0,28,0,0,4,2,22,0,0,0,0,2,0,0,6,3,1,2,0,0,0
05620  Noppo (Hyvinkää),433,4,0,3,0,0,69,306,25,0,0,1,2,5,5,0,11,1,0,1,0,0,0
05720  Kytäjä (Hyvinkää),116,22,0,17,0,0,25,0,8,3,4,0,0,2,2,0,9,1,21,2,0,0,0
05800  Hyvinkää Keskus (Hyvinkää),6543,8,0,613,29,19,588,1385,168,432,92,149,111,250,282,281,591,1104,163,278,0,0,0
05810  Martti (Hyvinkää),866,3,0,17,0,0,167,124,24,16,6,2,14,64,23,0,79,287,10,30,0,0,0
05820  Mustamännistö (Hyvinkää),573,17,0,97,0,0,86,90,32,24,5,3,6,29,20,1,59,76,12,16,0,0,0
05830  Kirjavatolppa-Kruununpuisto (Hyvinkää),3939,3,17,1819,0,0,751,323,117,61,12,32,4,350,31,56,108,226,10,19,0,0,0
05840  Hyvinkäänkylä-Vehkoja (Hyvinkää),1057,8,3,147,0,0,109,307,19,4,6,1,0,16,5,0,74,343,4,11,0,0,0
"05850  Hyvinkää, sairaala-alue (Hyvinkää)",1352,0,0,0,0,0,0,7,0,8,9,0,0,0,160,0,0,1168,0,0,0,0,0
05860  Talvisilta (Hyvinkää),41,0,0,1,0,0,17,2,2,7,0,0,0,3,0,0,0,2,1,6,0,0,0
05880  Paavola-Vaivero (Hyvinkää),387,0,0,32,0,34,14,68,82,12,0,0,0,41,4,0,21,59,14,6,0,0,0
05900  Vieremä (Hyvinkää),1110,1,0,67,0,32,12,31,13,62,9,0,35,93,119,196,27,354,41,18,0,0,0
05950  Ridasjärvi (Hyvinkää),178,9,0,17,0,0,8,1,28,1,0,0,1,2,0,0,37,71,0,3,0,0,0
06100  Porvoo Keskus (Porvoo),7626,27,1,93,18,24,221,1093,194,599,108,204,168,425,486,680,1034,1703,206,342,0,0,0
06150  Kevätkumpu (Porvoo),4103,3,3,1156,0,45,299,689,288,81,58,4,8,107,147,0,53,1104,14,44,0,0,0
06200  Porvoo itäinen (Porvoo),399,54,0,9,0,19,128,14,60,15,2,0,0,15,16,0,6,46,11,4,0,0,0
06400  Gammelbacka (Porvoo),775,1,0,12,0,2,81,60,61,118,3,3,1,28,37,0,133,185,12,38,0,0,0
06450  Eestinmäki-Ernestas (Porvoo),892,3,0,151,0,17,249,89,94,16,4,1,7,57,101,0,57,39,1,6,0,0,0
06500  Saksala-Suomenkylä (Porvoo),191,29,2,3,0,1,67,20,15,0,2,0,1,27,9,0,2,3,6,4,0,0,0
06530  Kerkkoo (Porvoo),116,11,0,6,1,0,46,19,0,7,1,0,0,1,1,0,12,10,1,0,0,0,0
06650  Hamari (Porvoo),105,1,0,12,0,0,31,9,1,4,0,1,0,10,5,0,15,13,1,2,0,0,0
06750  Tolkkinen (Porvoo),321,1,0,23,61,0,33,14,89,15,2,0,0,10,10,15,41,4,1,2,0,0,0
06830  Kulloonkylä (Porvoo),123,6,1,8,0,0,24,11,20,4,1,0,1,15,1,0,21,2,5,3,0,0,0
06850  Kulloo (Porvoo),2611,0,0,1385,15,0,367,8,30,43,0,0,0,727,14,0,0,21,0,1,0,0,0
06880  Kärrby (Sipoo),37,2,0,4,0,0,16,3,3,1,1,1,0,1,1,0,0,1,2,1,0,0,0
06950  Emäsalo (Porvoo),104,8,0,14,0,0,42,2,0,20,0,0,0,13,2,0,0,1,2,0,0,0,0
07110  Hinthaara (Porvoo),155,7,0,5,0,0,24,35,9,2,2,0,0,5,10,0,25,25,5,1,0,0,0
07130  Anttila (Porvoo),56,12,0,0,0,0,32,0,4,0,1,0,0,1,1,0,0,3,1,1,0,0,0
07150  Laukkoski (Pornainen),154,13,0,3,0,0,34,1,56,0,2,3,1,7,13,0,15,1,4,1,0,0,0
07170  Keski-Pornainen (Pornainen),584,27,0,5,0,0,54,55,26,11,6,2,8,17,21,32,102,195,16,7,0,0,0
07190  Halkia (Pornainen),170,41,0,7,1,1,45,8,17,0,2,0,0,5,3,0,17,13,7,3,0,0,0
07220  Kaarenkylä (Porvoo),32,7,0,1,0,0,6,0,6,0,0,0,0,0,2,0,0,9,0,1,0,0,0
07230  Monninkylä (Askola),533,12,0,179,0,0,135,58,3,15,1,7,1,12,1,0,72,28,1,8,0,0,0
07280  Ilola (Porvoo),72,25,0,2,0,0,20,4,2,0,1,0,1,3,1,0,7,1,2,3,0,0,0
07310  Sannainen (Porvoo),81,8,0,0,0,0,17,2,27,12,0,0,0,1,1,0,13,0,0,0,0,0,0
07320  Jakari-Sannäs (Porvoo),51,6,0,9,0,0,18,2,12,0,0,0,0,3,0,0,0,0,1,0,0,0,0
07350  Gäddrag (Porvoo),15,1,0,0,0,0,0,2,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0
07360  Tirmo (Porvoo),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
07370  Pellinki (Porvoo),15,3,0,4,0,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
07390  Suurpellinki (Porvoo),20,9,0,2,0,0,2,2,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0
07410  Kråkö (Porvoo),29,0,0,1,0,0,15,1,2,0,0,0,1,0,2,0,0,6,1,0,0,0,0
07450  Voolahti (Porvoo),102,1,0,4,0,0,25,3,3,0,0,0,0,3,3,0,14,44,1,1,0,0,0
07500  Askola Kirkonkylä (Askola),336,11,0,1,0,2,34,16,1,14,0,0,0,11,11,32,23,153,5,22,0,0,0
07510  Vakkola (Askola),145,12,0,5,0,0,55,9,3,0,0,0,0,2,13,0,33,10,2,1,0,0,0
07530  Onkimaa (Askola),31,10,0,2,0,0,7,1,1,0,0,0,1,3,4,0,0,1,0,0,1,0,0
07550  Torpinkylä (Pukkila),46,10,7,0,0,0,5,6,12,0,0,0,0,0,0,0,4,1,0,1,0,0,0
07560  Pukkila Keskus (Pukkila),376,36,0,21,0,0,69,50,22,6,1,4,2,19,16,19,37,54,0,20,0,0,0
07565  Kantele (Pukkila),35,17,0,1,0,0,6,0,4,0,0,0,0,5,0,0,2,0,0,0,0,0,0
07580  Tiilää (Askola),38,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0
07590  Huuvari-Tiilää (Askola),113,24,3,4,0,0,11,2,40,0,0,0,0,8,4,0,7,7,1,2,0,0,0
07600  Myrskylä Keskus (Myrskylä),356,65,1,42,0,0,62,20,32,13,0,10,0,6,4,12,16,51,4,18,0,0,0
07680  Juornaankylä (Askola),54,19,0,1,0,0,9,0,10,0,1,0,0,3,4,0,4,1,1,1,0,0,0
07690  Kankkila (Myrskylä),16,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
07700  Koskenkylän saha-alue (Loviisa),153,20,0,13,0,0,27,12,10,1,1,1,2,4,1,0,22,36,1,2,0,0,0
07720  Malmgård (Loviisa),24,11,0,7,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
07740  Gammelby (Loviisa),144,15,0,0,0,0,45,31,2,44,0,0,0,3,0,0,0,3,1,0,0,0,0
07750  Isnäs (Loviisa),56,14,0,1,0,0,11,0,1,2,0,0,0,3,0,0,10,5,8,1,0,0,0
07780  Härkäpää (Loviisa),24,7,0,0,0,0,4,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,5
07800  Lapinjärvi Keskus (Lapinjärvi),353,8,0,29,2,0,28,23,5,12,0,0,2,22,4,37,22,147,5,7,0,0,0
07810  Ingermaninkylä (Lapinjärvi),109,6,0,12,0,3,18,41,0,3,1,0,1,0,1,20,0,1,1,1,0,0,0
07820  Porlammi (Lapinjärvi),109,47,0,23,0,0,4,1,10,1,0,0,0,5,1,0,9,4,0,4,0,0,0
07830  Pukaro (Lapinjärvi),93,36,0,3,0,0,29,12,2,8,0,0,2,0,0,0,1,0,0,0,0,0,0
07840  Lindkoski (Lapinjärvi),50,37,0,3,0,0,1,0,2,0,0,0,0,0,5,0,0,0,1,1,0,0,0
07850  Heikinkylä (Lapinjärvi),34,22,0,4,0,0,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
07870  Skinnarby (Loviisa),76,26,0,3,0,0,23,3,6,0,1,0,0,5,0,0,0,3,0,5,0,0,1
07880  Liljendal Keskus (Loviisa),279,30,0,114,0,0,25,8,39,0,0,2,1,3,9,0,10,31,2,5,0,0,0
07890  Mickelspiltom (Loviisa),34,12,0,0,0,0,2,0,0,9,0,0,0,0,2,0,0,9,0,0,0,0,0
07900  Loviisa Keskus (Loviisa),2750,27,0,409,539,15,80,241,55,118,41,12,17,88,157,151,249,439,29,83,0,0,0
07910  Valko (Loviisa),259,7,0,54,0,0,21,8,86,1,0,0,1,5,0,0,12,62,1,1,0,0,0
07920  Etelä-Harju (Loviisa),96,6,0,12,0,0,13,7,14,1,0,0,0,6,18,0,1,17,0,1,0,0,0
07930  Pernaja Kirkonkylä (Loviisa),91,10,0,15,0,0,7,0,10,0,0,0,0,1,2,0,2,38,3,3,0,0,0
07940  Määrlahti (Loviisa),97,0,0,0,0,0,4,0,4,0,0,0,3,1,16,0,0,69,0,0,0,0,0
07945  Kuggom (Loviisa),74,15,0,10,0,9,6,2,10,0,3,0,0,1,2,0,4,4,2,6,0,0,0
07955  Tesjoki (Loviisa),205,4,0,65,0,3,30,10,13,0,0,0,0,1,3,0,14,58,1,3,0,0,0
07960  Ahvenkoski (Loviisa),40,2,0,12,0,0,6,7,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0
07970  Ruotsinpyhtää Keskus (Loviisa),85,1,0,1,0,0,6,3,11,9,0,15,0,3,5,0,7,17,2,5,0,0,0
07980  Kuninkaankylä (Loviisa),47,21,0,4,0,0,19,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
07990  Ruotsinkylä-Koskisto (Loviisa),39,28,0,0,0,0,2,3,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0
08100  Lohja Keskus (Lohja),4718,10,21,253,8,21,76,399,96,277,33,137,81,217,444,602,556,1163,144,180,0,0,0
08150  Keskilohja (Lohja),1681,0,0,626,0,13,238,185,144,14,3,1,10,37,116,0,50,174,39,31,0,0,0
08200  Ojamo (Lohja),1709,1,0,37,1,1,45,341,27,50,25,0,2,21,88,51,61,880,32,46,0,0,0
08350  Routio (Lohja),294,2,0,11,0,0,35,94,14,13,1,2,0,8,3,0,64,39,3,5,0,0,0
08360  Kisakallio (Lohja),113,0,0,0,42,0,0,0,0,0,0,3,0,0,0,0,68,0,0,0,0,0,0
08450  Hormajärvi (Lohja),69,1,0,0,0,0,6,1,2,2,0,0,1,2,1,0,47,4,0,2,0,0,0
08480  Karstu (Lohja),34,8,0,0,0,0,15,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
08500  Ventelä-Millola (Lohja),1898,24,1,491,3,61,317,425,18,10,7,2,4,91,55,0,109,255,7,18,0,0,0
08680  Muijala (Lohja),466,4,0,150,0,3,67,85,34,2,0,0,2,8,8,0,30,66,0,7,0,0,0
08700  Virkkala (Lohja),1010,29,0,93,0,5,120,138,36,32,23,5,9,42,46,0,159,240,11,22,0,0,0
08800  Kirkniemi (Lohja),810,16,1,611,0,0,69,3,58,15,4,0,0,3,3,0,3,13,1,10,0,0,0
09120  Karjalohja (Lohja),329,35,0,3,1,0,49,29,15,65,2,2,2,5,6,0,8,97,3,7,0,0,0
09220  Sammatti (Lohja),307,19,0,64,0,0,73,30,8,2,5,2,3,9,6,2,34,40,1,9,0,0,0
09430  Saukkola (Lohja),289,31,0,62,0,0,28,46,28,17,3,1,3,8,12,0,0,44,0,6,0,0,0
09520  Millola (Lohja),12,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09630  Koisjärvi (Lohja),63,16,0,2,0,0,7,5,8,8,0,0,0,0,14,0,3,0,0,0,0,0,0
09810  Nummi-Oinola (Lohja),226,21,0,3,0,0,45,29,3,0,3,0,2,14,2,0,41,51,2,10,0,0,0
09930  Leppäkorpi (Lohja),34,9,0,0,0,0,2,0,15,0,0,0,0,4,2,0,0,1,0,1,0,0,0
10120  Tähtelä (Ingå),92,23,0,14,0,2,28,2,6,0,1,0,2,6,4,0,0,1,0,3,0,0,0
10140  Päivölä (Ingå),28,5,0,0,0,0,9,3,0,0,2,0,0,2,4,0,0,2,1,0,0,0,0
10160  Degerby (Ingå),167,21,0,3,0,0,29,13,29,2,5,0,2,11,6,0,13,18,10,5,0,0,0
10210  Inkoo Keskus (Ingå),753,21,0,88,3,1,97,57,60,29,4,9,6,43,18,34,83,160,11,29,0,0,0
10230  Inkoo Asemanseutu (Ingå),78,18,0,10,0,0,13,11,2,0,0,0,5,2,0,0,14,1,1,1,0,0,0
10250  Fagervik (Ingå),15,7,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10270  Barösund (Ingå),36,2,0,1,0,0,6,1,1,4,0,0,0,1,17,0,0,1,1,1,0,0,0
10300  Karjaa Keskus (Raasepori),2006,61,1,254,0,10,156,277,130,60,65,27,29,63,58,17,222,466,12,98,0,0,0
10320  Bäljars (Raasepori),375,2,0,92,0,0,61,76,9,4,2,0,0,3,10,0,83,30,2,1,0,0,0
10330  Pinjainen (Raasepori),279,4,0,201,0,0,35,2,0,1,0,0,1,11,0,0,18,3,1,2,0,0,0
10350  Meltolan sairaala-alue (Raasepori),63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0
10360  Mustio (Raasepori),277,24,0,2,0,0,36,26,58,64,1,0,0,7,13,0,19,25,1,1,0,0,0
10380  Kaunislahti (Raasepori),10,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10410  Åminnefors (Raasepori),129,0,0,83,0,0,2,2,0,1,1,0,0,4,9,0,1,10,15,1,0,0,0
10420  Pohjankuru (Raasepori),339,65,0,23,0,0,40,34,13,4,1,0,0,6,11,0,32,85,4,21,0,0,0
10440  Bollsta (Raasepori),128,5,0,18,0,0,65,1,15,0,0,0,0,2,11,0,0,0,11,0,0,0,0
10470  Fiskari (Raasepori),173,0,0,55,0,0,3,16,0,26,1,0,0,26,0,0,11,9,20,6,0,0,0
10480  Antskog (Raasepori),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
10520  Tenhola Kirkonkylä (Raasepori),319,65,0,15,0,0,54,24,46,4,1,0,1,9,14,2,0,72,1,11,0,0,0
10570  Bromarv (Raasepori),63,22,0,1,0,0,5,9,4,3,1,0,2,1,2,0,5,7,1,0,0,0,0
10600  Tammisaari Keskus (Raasepori),3917,80,0,379,37,57,193,463,103,212,49,66,39,175,254,338,299,979,60,134,0,0,0
10620  Tammisaari (Raasepori),274,6,0,4,0,0,62,19,11,0,3,1,9,8,13,35,30,65,2,6,0,0,0
10640  Dragsvik (Raasepori),290,0,0,0,0,0,9,2,22,25,1,0,11,2,2,193,0,16,2,5,0,0,0
10650  Flyet (Raasepori),401,3,0,3,0,6,41,45,40,15,16,0,1,13,44,69,31,57,6,10,1,0,0
10660  Trollböle (Raasepori),150,1,0,29,0,0,23,5,1,1,0,0,0,4,4,0,32,48,0,2,0,0,0
10680  Skogby (Raasepori),36,1,0,14,0,2,0,0,1,10,0,0,0,0,0,6,0,1,0,1,0,0,0
10710  Snappertuna (Raasepori),69,5,0,0,0,0,10,3,7,0,1,0,0,0,1,0,7,33,0,2,0,0,0
10820  Lappohja (Hanko),124,2,0,78,0,0,7,1,20,1,0,0,1,0,2,0,3,4,0,5,0,0,0
10900  Hanko Keskus (Hanko),2304,4,0,708,0,0,23,169,479,106,5,10,28,52,26,123,105,364,33,69,0,0,0
10940  Hangonkylä (Hanko),174,0,0,48,0,0,32,34,26,7,0,2,3,4,7,0,6,0,2,3,0,0,0
10960  Hanko Pohjoinen (Hanko),722,1,0,153,1,29,152,84,82,12,2,0,2,30,87,52,0,29,1,5,0,0,0
11100  Riihimäki Keskus (Riihimäki),3472,7,0,599,2,26,119,314,73,124,144,103,59,177,84,336,414,666,83,142,0,0,0
11120  Pohjois-Riihimäki (Riihimäki),1772,7,0,169,2,292,98,101,45,61,11,0,6,53,121,76,113,545,40,32,0,0,0
11130  Peltosaari-Patastenmäki (Riihimäki),1907,7,0,40,0,47,323,275,417,83,135,2,11,57,51,4,164,222,29,40,0,0,0
11310  Taka-Kasarmi (Riihimäki),412,0,0,72,0,0,9,14,27,25,0,0,15,5,0,218,17,0,0,10,0,0,0
11710  Herajoki (Riihimäki),2108,17,0,860,21,27,95,670,72,9,3,0,4,46,120,47,22,58,9,28,0,0,0
11910  Lasi-Kumela (Riihimäki),232,4,0,12,0,0,30,41,67,6,1,0,0,9,12,0,30,0,16,4,0,0,0
12100  Oitti (Hausjärvi),712,53,0,87,0,2,26,32,27,34,0,0,0,34,44,23,78,234,9,29,0,0,0
12130  Mommila (Hausjärvi),21,11,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0
12170  Hietoinen (Hausjärvi),33,20,0,1,0,0,1,1,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0
12210  Hausjärvi kk (Hausjärvi),90,4,0,14,0,0,5,0,0,2,0,0,1,0,2,0,0,38,1,23,0,0,0
12240  Hikiä (Hausjärvi),339,27,4,22,0,0,156,27,3,13,1,0,0,2,5,0,27,45,6,1,0,0,0
12310  Ryttylä (Hausjärvi),240,13,0,83,0,0,28,24,5,2,1,0,1,5,5,0,31,40,0,2,0,0,0
12350  Turkhauta (Hausjärvi),54,19,0,0,0,0,4,4,5,0,0,0,0,1,0,0,0,19,0,2,0,0,0
12380  Leppäkoski (Janakkala),65,7,0,3,0,0,16,17,1,0,0,0,2,1,0,0,16,0,0,2,0,0,0
12400  Tervakoski (Janakkala),1054,31,9,462,0,22,45,69,5,67,1,7,3,26,30,1,78,154,30,14,0,0,0
12450  Vähikkälä (Janakkala),42,18,0,1,0,0,6,1,0,0,2,0,0,1,0,0,3,10,0,0,0,0,0
12520  Kormu (Loppi),76,7,0,0,0,0,48,0,3,0,0,0,0,1,3,0,4,4,6,0,0,0,0
12540  Launonen (Loppi),248,11,0,17,0,5,39,49,43,1,0,3,0,3,1,0,21,43,4,8,0,0,0
12600  Läyliäinen (Loppi),358,42,0,41,0,5,34,49,12,5,1,1,2,35,54,0,23,41,7,6,0,0,0
12630  Sajaniemi (Loppi),47,6,0,0,0,0,5,3,1,0,0,0,0,4,7,0,0,18,1,2,0,0,0
12640  Joentaka (Loppi),92,9,0,1,0,0,52,6,14,0,0,0,0,1,3,0,4,0,2,0,0,0,0
12700  Loppi kk (Loppi),731,19,0,54,0,2,53,46,85,17,4,8,15,17,29,57,90,189,12,34,0,0,0
12750  Pilpala (Loppi),94,29,0,2,0,0,25,1,13,4,1,0,0,1,2,0,10,1,1,4,0,0,0
12820  Räyskälä (Loppi),12,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0
12920  Topeno (Loppi),61,24,0,10,0,0,9,4,2,0,1,0,1,0,3,0,4,1,2,0,0,0,0
